Período: 20261;Emitido em: 11/02/2026 23:50 h; Data da última atualização: 11/02/2026 19:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
BIO1006; BIOMAS BRASILEIROS ;GABRIEL PAES DA SILVA SALES;4;47A;CCI;6;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;BIO;
BIO1111; BIOLOGIA VEGETAL I ;VITOR HUGO DOS SANTOS GOMES MAIA;6;47A;QQC;8;I;QUI 13-19   ;0;0;0;NÃO;BIO;
BIO1113; BIOLOGIA VEGETAL III ;MARIANA REIS DE BRITO;6;47A;QQC;1;I;TER 13-17   ;2;0;0; SIM ;BIO;
BIO1114; MICROBIOLOGIA ;THAIS LOUISE GURJAO DE CARVALHO;4;47A;QQC;9;I;TER 13-17   ;0;0;0; SIM ;BIO;
BIO1115; ECOLOGIA DE PAISAGENS ;PAULA KOELER LIRA;4;47A;CCI;2;I;TER 15-19   ;0;0;0; SIM ;BIO;
BIO1115; ECOLOGIA DE PAISAGENS ;PAULA KOELER LIRA;4;47A;QQC;19;I;TER 15-19   ;0;0;0; SIM ;BIO;
BIO1116; ESTAGIO SUPERVISIONADO ;MARIANA REIS DE BRITO;2;47A;QQC;23;I;GAVEA;0;10;0; SIM ;BIO;
BIO1118; MODELAGEM DE DIST DE ESPECIES ;MARINEZ FERREIRA DE SIQUEIRA;4;47A;BIO;12;I;GAVEA;0;4;0; SIM ;BIO;
BIO1119; SEMINARIOS TEMATICOS I ;IVAN MONCLARO CARNEIRO;3;47A;QQC;4;I;QUA 15-17   ;0;1;0; SIM ;BIO;
BIO1120; SEMINARIOS TEMATICOS II ;IVAN MONCLARO CARNEIRO;3;47A;QQC;3;I;QUA 15-17   ;0;1;0; SIM ;BIO;
BIO1121; BIOLOGIA ANIMAL I ;LELIS ANTONIO CARLOS JUNIOR;6;47A;QQC;8;I;SEX 13-19   ;0;0;0;NÃO;BIO;
BIO1123; BIOLOGIA ANIMAL III ;HENRIQUE BASTOS RAJAO REIS;6;47A;QQC;7;I;SEG 13-19   ;0;0;0; SIM ;BIO;
BIO1125; BIOLOGIA MARINHA ;LELIS ANTONIO CARLOS JUNIOR;4;47A;CCI;1;I;QUI 13-17   ;0;0;0;NÃO;BIO;
BIO1125; BIOLOGIA MARINHA ;LELIS ANTONIO CARLOS JUNIOR;4;47A;QQC;4;I;QUI 13-17   ;0;0;0;NÃO;BIO;
BIO1127; BIOLOGIA EVOLUTIVA ;VITOR HUGO DOS SANTOS GOMES MAIA;4;47A;CCI;1;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;BIO;
BIO1127; BIOLOGIA EVOLUTIVA ;VITOR HUGO DOS SANTOS GOMES MAIA;4;47A;QQC;16;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;BIO;
BIO1127; BIOLOGIA EVOLUTIVA ;VITOR HUGO DOS SANTOS GOMES MAIA;4;47B;QQC;33;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;BIO;
BIO1131; ECO COMUNIDADES ECOSSISTEMAS ;PAULA KOELER LIRA;4;47A;CCI;2;I;TER 09-13   ;0;0;0; SIM ;BIO;
BIO1131; ECO COMUNIDADES ECOSSISTEMAS ;PAULA KOELER LIRA;4;47A;QQC;8;I;TER 09-13   ;0;0;0; SIM ;BIO;
BIO1150; PROJETO AMBIENTAL I ;REJAN RODRIGUES GUEDES BRUNI;2;47A;BIO;3;I;SEG 11-13   ;0;0;0; SIM ;BIO;
BIO1151; PROJETO AMBIENTAL II ;REJAN RODRIGUES GUEDES BRUNI;4;47A;QQC;3;I;SEG 11-13   ;0;2;0; SIM ;BIO;
BIO1153; BIOLOGIA DO DESENVOLVIMENTO ;MARINA SANTIAGO DE MELLO SOUZA;2;47A;QQC;9;I;QUA 11-13   ;0;0;0; SIM ;BIO;
BIO1155; METABOLISMO INTEGRADO ;THAIS LOUISE GURJAO DE CARVALHO;4;47A;QQC;9;I;QUI 13-17   ;0;0;0; SIM ;BIO;
BIO1156; LAB ENSINO EM BIOLOGIA I ;THAIS LOUISE GURJAO DE CARVALHO;4;47A;QQC;0;I;QUA 13-17   ;4;0;0; SIM ;BIO;
BIO1158; ESTAG SUPERV ENS BIOLOGIA I ;BRUNO CUNHA VAIRO;2;47A;QQC;8;I;TER 09-11   ;0;5;0; SIM ;BIO;
BIO1159; ESTAG SUPERV ENS BIOLOGIA II ;BRUNO CUNHA VAIRO;2;47A;QQC;8;I;TER 09-11   ;0;5;0; SIM ;BIO;
BIO1160; ESTAG SUPERV ENS BIOLOGIA III ;BRUNO CUNHA VAIRO;2;47A;QQC;6;I;TER 09-11   ;0;5;0; SIM ;BIO;
BIO1161; ESTAG SUPERV ENS BIOLOGIA IV ;BRUNO CUNHA VAIRO;2;47A;QQC;8;I;TER 09-11   ;0;5;0; SIM ;BIO;
BIO1162; APOIO DOCENTE EM BIOLOGIA ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;4;47A;QQC;4;I;SEG 13-17   ;0;0;0; SIM ;BIO;
BIO1163; PROJ PEDAGOGICO BIOLOGIA I ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;2;47A;BIO;6;I;SEG 09-11   ;0;0;0; SIM ;BIO;
BIO1164; PROJ PEDAGOGICO BIOLOGIA II ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;4;47A;QQC;5;I;SEG 09-11   ;0;2;0; SIM ;BIO;
BIO1166; EDUCACAO EM SAUDE ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;4;47A;QQC;12;I;SEG 13-17   ;0;0;0;NÃO;BIO;
BIO1168; TOPICOS ESPECIAIS EM BIOLOGIA ;IVAN MONCLARO CARNEIRO;3;47A;QQC;2;I;QUA 15-17   ;0;1;0; SIM ;BIO;
BIO1169; PAISAGEM, BIODIV E TEMPO ;GABRIEL PAES DA SILVA SALES;4;47A;CCI;5;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;BIO;
BIO1169; PAISAGEM, BIODIV E TEMPO ;GABRIEL PAES DA SILVA SALES;4;47A;QQC;15;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;BIO;
BIO1170; SAÚDE E MEIO AMBIENTE ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;2;47A;QQC;41;I;QUI 09-11   ;0;0;0;NÃO;BIO;
BIO1201; BIOLOGIA VEGETAL III ;MARIANA REIS DE BRITO;6;47A;QQC;5;I;TER 13-17   ;2;0;15; SIM ;BIO;
BIO1203; SEMINÁRIOS TEMÁTICOS ;IVAN MONCLARO CARNEIRO;4;47A;QQC;15;I;QUA 15-17   ;0;2;60; SIM ;BIO;
BIO1220; LAB ENSINO EM BIOLOGIA I ;THAIS LOUISE GURJAO DE CARVALHO;4;47A;QQC;9;I;QUA 13-17   ;0;4;120; SIM ;BIO;
BIO1222; APOIO DOCENTE BIO ;LUDIMILA RAUPP DE ALMEIDA DA SILVA;4;474;QQC;0;I;SEG 13-17   ;0;0;60; SIM ;BIO;
BIO1301; BIOLOGIA CELULAR ;BRUNO CUNHA VAIRO;2;47A;QQC;2;I;TER 07-09   ;0;0;0;NÃO;BIO;
CIN1557; DOCUMENTARIO ;ANDREA FRANCA MARTINS;4;2IA;CCI;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1557; DOCUMENTARIO ;ANDREA FRANCA MARTINS;4;2IA;QQC;8;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1570; PANORAMA DO CINEMA MUNDIAL I ;PEDRO HENRIQUE VILLELA DE SOUZA FERREIRA;4;2IA;QQC;5;I;QUA 07-09   SEX 07-09   ;0;0;0;NÃO;COM;
CIN1571; PANORAMA DO CINEMA MUNDIAL II ;PEDRO HENRIQUE VILLELA DE SOUZA FERREIRA;4;2IA;QQC;15;I;QUA 09-11   SEX 09-11   ;0;0;0;NÃO;COM;
CIN1572; CINEMA BRASILEIRO ;PEDRO HENRIQUE VILLELA DE SOUZA FERREIRA;4;2IA;CCI;1;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
CIN1572; CINEMA BRASILEIRO ;PEDRO HENRIQUE VILLELA DE SOUZA FERREIRA;4;2IA;QQC;3;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
CIN1573; TEORIAS DO CINEMA ;NICHOLAS DE ANDUEZA SINEIRO;4;2IA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
CIN1574; SOM E IMAGEM ;ISABEL VEIGA REZENDE;4;2IA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
CIN1580; OFICINA DE ROTEIRO II ;HORISTA A CONTRATAR;4;2IA;QQC;6;D;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
CIN1581; DIRECAO CINEMATOG FICCAO ;FLAVIO COSTA PINTO DE BRITO;4;2IA;COM;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1581; DIRECAO CINEMATOG FICCAO ;FLAVIO COSTA PINTO DE BRITO;4;2IA;EMI;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1581; DIRECAO CINEMATOG FICCAO ;FLAVIO COSTA PINTO DE BRITO;4;2IA;QQC;5;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1582; FOTOGRAFIA PARA CINEMA ;EVERALDO ROCHA RAMOS DE OLIVEIRA;4;2IA;CCI;0;D;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
CIN1582; FOTOGRAFIA PARA CINEMA ;EVERALDO ROCHA RAMOS DE OLIVEIRA;4;2IA;QQC;5;D;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;MARCIA ANTABI;4;2IA;EMI;0;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;MARCIA ANTABI;4;2IB;EMI;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;ISABEL VEIGA REZENDE;4;2IC;EMI;0;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;MARCIA ANTABI;4;2IA;QQC;0;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;MARCIA ANTABI;4;2IB;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;COM;
CIN1583; EDICAO E MONTAGEM ;ISABEL VEIGA REZENDE;4;2IC;QQC;0;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
CIN1584; COMO OLHAR A ARTE ;ALINE DA SILVA NOVAES;4;2IA;CCI;0;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;COM;
CIN1584; COMO OLHAR A ARTE ;ALINE DA SILVA NOVAES;4;2IA;QQC;9;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;COM;
CIN1584; COMO OLHAR A ARTE ;DANIEL ALVES DA COSTA VARGENS;4;2IB;QQC;3;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
CIN1590; PRODUCAO ;ISABEL MONTEIRO JOFFILY;4;2IA;QQC;11;I;QUA 07-09   SEX 07-09   ;0;0;0;NÃO;COM;
CIN1592; DIR CINEMA DOCUMENTARIOS ;EMILIO ROBERTO DE SOUZA DOMINGOS;4;2IA;CCI;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;COM;
CIN1592; DIR CINEMA DOCUMENTARIOS ;EMILIO ROBERTO DE SOUZA DOMINGOS;4;2IA;QQC;2;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;COM;
CIN1593; CINEMA EXPERIMENTAL ;FLAVIO COSTA PINTO DE BRITO;4;2IA;ACN;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
CIN1593; CINEMA EXPERIMENTAL ;FLAVIO COSTA PINTO DE BRITO;4;2IA;EMI;1;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
CIN1593; CINEMA EXPERIMENTAL ;FLAVIO COSTA PINTO DE BRITO;4;2IA;QQC;8;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
CIS2107; TOPICOS ESPECIAIS ;FERNANDO CARDOSO LIMA NETO;3;2NA;PCS;12;D;QUA 09-12   ;0;0;0;NÃO;SOC;
CIS2107; TOPICOS ESPECIAIS ;FERNANDO CARDOSO LIMA NETO;3;2NA;POS;10;D;QUA 09-12   ;0;0;0;NÃO;SOC;
CIS2113; SEMINARIOS ESPECIAIS V ;ISABEL ROCHA DE SIQUEIRA;3;2NA;PCS;9;D;TER 16-19   ;0;0;0;NÃO;SOC;
CIS2114; SEMINARIOS ESPECIAIS VI ;GABRIEL BANAGGIA DE SOUZA;3;2NA;PCS;0;D;QUI 16-18   ;0;1;0;NÃO;SOC;
CIS2114; SEMINARIOS ESPECIAIS VI ;GABRIEL BANAGGIA DE SOUZA;3;2NA;POS;1;D;QUI 16-18   ;0;1;0;NÃO;SOC;
CIS2114; SEMINARIOS ESPECIAIS VI ;GABRIEL BANAGGIA DE SOUZA;3;2NA;QQC;1;D;QUI 16-18   ;0;1;0;NÃO;SOC;
CIS2120; SEMINARIOS ESPECIAIS ;PAULO CESAR GREENHALGH DE CERQUEIRA LIMA;3;2NA;PCS;13;D;SEG 09-12   ;0;0;0;NÃO;SOC;
CIS2122; SEMINARIOS ESPECIAIS ;RICARDO EMMANUEL ISMAEL DE CARVALHO;3;2NA;PCS;12;D;TER 09-12   ;0;0;0;NÃO;SOC;
CIS2122; SEMINARIOS ESPECIAIS ;RICARDO EMMANUEL ISMAEL DE CARVALHO;3;2NA;QQC;10;D;TER 09-12   ;0;0;0;NÃO;SOC;
CIS2124; SEMINARIOS ESPECIAIS ;EVERTON RANGEL AMORIM;3;2NA;PCS;3;D;QUI 09-12   ;0;0;0;NÃO;SOC;
CIS2124; SEMINARIOS ESPECIAIS ;EVERTON RANGEL AMORIM;3;2NA;POS;10;D;QUI 09-12   ;0;0;0;NÃO;SOC;
CIS2150; METOD PESQUISA QUALITATIVA ;TALITA SAO THIAGO TANSCHEIT;3;2NA;MCS;8;D;TER 14-17   ;0;0;0;NÃO;SOC;
CIS2150; METOD PESQUISA QUALITATIVA ;TALITA SAO THIAGO TANSCHEIT;3;2NA;POS;5;D;TER 14-17   ;0;0;0;NÃO;SOC;
CIS2165; TOP ESP:SEM INTER CIEN SOCIAIS ;COORDENADOR DE CURSO;1;2NA;PCS;58;I;GAVEA;0;1;0;NÃO;SOC;
CIS2167; TOP ESP:SEM INTER CIEN SOCIAIS ;COORDENADOR DE CURSO;1;2NA;PCS;58;D;GAVEA;0;1;0;NÃO;SOC;
CIS2171; TOP ESP EM CIENCIAS SOCIAIS ;COORDENADOR DE CURSO;1;2NA;PCS;18;D;GAVEA;0;1;0;NÃO;SOC;
CIS2172; TOP ESP EM CIENCIAS SOCIAIS ;COORDENADOR DE CURSO;1;2NA;PCS;58;D;GAVEA;0;1;0;NÃO;SOC;
CIS2180; TEORIA ANTROPOLOGICA ;FELIPE SUSSEKIND VIVEIROS DE CASTRO;4;2NA;PCS;19;D;SEG 14-18   ;0;0;0;NÃO;SOC;
CIS2180; TEORIA ANTROPOLOGICA ;FELIPE SUSSEKIND VIVEIROS DE CASTRO;4;2NA;POS;5;D;SEG 14-18   ;0;0;0;NÃO;SOC;
CIS2183; TEORIAS DO BRASIL ;MARIA ALICE REZENDE DE CARVALHO;3;2NA;PCS;15;D;QUA 14-17   ;0;0;0;NÃO;SOC;
CIS2183; TEORIAS DO BRASIL ;MARIA ALICE REZENDE DE CARVALHO;3;2NA;POS;10;D;QUA 14-17   ;0;0;0;NÃO;SOC;
CIS2184; LEITURAS CRUZADAS I ;GABRIEL BANAGGIA DE SOUZA;2;2NA;DCS;18;D;QUI 14-16   ;0;0;0;NÃO;SOC;
CIS3000; DISSERTACAO DE MESTRADO ;COORDENADOR DE CURSO;0;2NA;MCS;40;I; ;0;0;0;NÃO;SOC;
CIS3001; SEMINARIO DE TESE ;COORDENADOR DE CURSO;4;2NA;DCS;36;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;ARTHUR CEZAR DE ARAUJO ITUASSU FILHO;4;2NA;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;DANIELLE PEREIRA DE ARAUJO;4;2NB;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;EVERTON RANGEL AMORIM;4;2NC;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;FELIPE SUSSEKIND VIVEIROS DE CASTRO;4;2ND;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;FERNANDO CARDOSO LIMA NETO;4;2NE;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;FRANCISCO DE GUIMARAENS;4;2NF;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;ISABEL ROCHA DE SIQUEIRA;4;2NG;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;MARCELO TADEU BAUMANN BURGOS;4;2NH;DCS;14;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;MARIA ALICE REZENDE DE CARVALHO;4;2NI;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;MYLENE MIZRAHI;4;2NJ;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;RICARDO EMMANUEL ISMAEL DE CARVALHO;4;2NK;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3002; ESTUDO DIRIGIDO ;TALITA SAO THIAGO TANSCHEIT;4;2NL;DCS;15;I;GAVEA;0;4;0;NÃO;SOC;
CIS3003; EXAME DE QUALIFICACAO ;COORDENADOR DE CURSO;0;2NA;DCS;31;I; ;0;0;0;NÃO;SOC;
CIS3004; TESE DE DOUTORADO ;COORDENADOR DE CURSO;0;2NA;DCS;45;I; ;0;0;0;NÃO;SOC;
CIS3201; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;1;2NA;PCS;35;I;GAVEA;0;3;0;NÃO;SOC;
CIS3202; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;2;2NA;DCS;40;I;GAVEA;0;3;0;NÃO;SOC;
CIV1111; SISTEM ESTRUT ARQUITETURA I ;MARCELA TORNO DE AZEREDO LOPES;3;38A;ARQ;2;I;QUA 13-16   ;0;0;0; SIM ;DAU;
CIV1111; SISTEM ESTRUT ARQUITETURA I ;RODOLFO DE LIMA PAULA;3;38B;ARQ;2;I;SEG 16-19   ;0;0;0; SIM ;DAU;
CIV1111; SISTEM ESTRUT ARQUITETURA I ;MARCELA TORNO DE AZEREDO LOPES;3;38A;CCI;1;I;QUA 13-16   ;0;0;0; SIM ;DAU;
CIV1111; SISTEM ESTRUT ARQUITETURA I ;RODOLFO DE LIMA PAULA;3;38B;CCI;1;I;SEG 16-19   ;0;0;0; SIM ;DAU;
CIV1112; SISTEM ESTRUT ARQUITETURA II ;RODOLFO DE LIMA PAULA;3;38A;CCI;1;I;SEG 09-12   ;0;0;0; SIM ;DAU;
CIV1112; SISTEM ESTRUT ARQUITETURA II ;RODOLFO DE LIMA PAULA;3;38B;CCI;0;I;SEG 13-16   ;0;0;0; SIM ;DAU;
CIV1112; SISTEM ESTRUT ARQUITETURA II ;RODOLFO DE LIMA PAULA;3;38A;QQC;2;I;SEG 09-12   ;0;0;0; SIM ;DAU;
CIV1112; SISTEM ESTRUT ARQUITETURA II ;RODOLFO DE LIMA PAULA;3;38B;QQC;0;I;SEG 13-16   ;0;0;0; SIM ;DAU;
CIV1113; SISTEM ESTRUT ARQUITETURA III ;JUSTINO ARTUR FERRAZ VIEIRA;3;38A;ARQ;0;I;QUI 07-10   ;0;0;0; SIM ;DAU;
CIV1113; SISTEM ESTRUT ARQUITETURA III ;JUSTINO ARTUR FERRAZ VIEIRA;3;38A;CCI;0;I;QUI 07-10   ;0;0;0; SIM ;DAU;
CIV1113; SISTEM ESTRUT ARQUITETURA III ;MARCELA TORNO DE AZEREDO LOPES;3;38B;CCI;0;I;QUA 16-19   ;0;0;0; SIM ;DAU;
CIV1113; SISTEM ESTRUT ARQUITETURA III ;MARCELA TORNO DE AZEREDO LOPES;3;38B;QQC;7;I;QUA 16-19   ;0;0;0; SIM ;DAU;
CIV1301; TOPOGRAFIA NA ARQUITETURA ;JORGE LUCAS FERREIRA;2;38A;ARQ;5;I;QUA 13-15   ;0;0;0;NÃO;DAU;
CIV1301; TOPOGRAFIA NA ARQUITETURA ;JORGE LUCAS FERREIRA;2;38B;ARQ;4;I;QUA 11-13   ;0;0;0;NÃO;DAU;
CIV1301; TOPOGRAFIA NA ARQUITETURA ;JORGE LUCAS FERREIRA;2;38A;CCI;0;I;QUA 13-15   ;0;0;0;NÃO;DAU;
CIV1301; TOPOGRAFIA NA ARQUITETURA ;JORGE LUCAS FERREIRA;2;38B;CCI;1;I;QUA 11-13   ;0;0;0;NÃO;DAU;
CIV1305; CONSTRUCAO CIVIL ;RODRIGO MONTEIRO RODRIGUES MACEDO;4;38A;ARQ;4;I;SEG 07-09   SEX 07-09   ;0;0;0; SIM ;DAU;
CIV1324; INSTALACOES PREDIAIS E URBANAS ;ROBERTO LUCAS JUNIOR;3;38A;QQC;0;I;SEX 10-13   ;0;0;0; SIM ;DAU;
CIV1324; INSTALACOES PREDIAIS E URBANAS ;ROBERTO LUCAS JUNIOR;3;38B;QQC;1;I;SEX 13-16   ;0;0;0; SIM ;DAU;
CIV1581; GEOTECNIA NA ARQUITETURA ;CARMEN DIAS CASTRO;3;38A;QQC;27;I;TER 09-12   ;0;0;0; SIM ;DAU;
CIV1715; MEIO AMB DESENV SUSTENTAVEL ;RAFAEL DA SILVA NUNES;2;38C;QQC;5;I;TER 07-09   ;0;0;0;NÃO;DAU;
CIV2108; DINAMICA DAS ESTRUTURAS I ;PAULO BATISTA GONCALVES;3;3PA;BCL;3;I;SEG 13-16   ;0;0;0;NÃO;CIV;
CIV2108; DINAMICA DAS ESTRUTURAS I ;PAULO BATISTA GONCALVES;3;3PA;CCI;1;I;SEG 13-16   ;0;0;0;NÃO;CIV;
CIV2108; DINAMICA DAS ESTRUTURAS I ;PAULO BATISTA GONCALVES;3;3PA;PCV;11;I;SEG 13-16   ;0;0;0;NÃO;CIV;
CIV2126; COMP PROJ EST CONCRETO ARMADO ;DANIEL CARLOS TAISSUM CARDOSO;3;3PA;BCL;3;I;TER 14-17   ;0;0;0;NÃO;CIV;
CIV2126; COMP PROJ EST CONCRETO ARMADO ;DANIEL CARLOS TAISSUM CARDOSO;3;3PA;CCI;2;I;TER 14-17   ;0;0;0;NÃO;CIV;
CIV2126; COMP PROJ EST CONCRETO ARMADO ;DANIEL CARLOS TAISSUM CARDOSO;3;3PA;PCV;11;I;TER 14-17   ;0;0;0;NÃO;CIV;
CIV2153; INTROD A ANALISE NAO-LINEAR ;DEANE ROEHL GATTASS;3;3PA;CCI;1;I;QUA 16-19   ;0;0;0;NÃO;CIV;
CIV2153; INTROD A ANALISE NAO-LINEAR ;DEANE ROEHL GATTASS;3;3PA;CTC;3;I;QUA 16-19   ;0;0;0;NÃO;CIV;
CIV2153; INTROD A ANALISE NAO-LINEAR ;DEANE ROEHL GATTASS;3;3PA;PCV;11;I;QUA 16-19   ;0;0;0;NÃO;CIV;
CIV2154; PRAT MOD SIM SIST ESTR ENG CIV ;ELISA DOMINGUEZ SOTELINO;3;3PA;BCL;6;D;QUI 16-19   ;0;0;0;NÃO;CIV;
CIV2154; PRAT MOD SIM SIST ESTR ENG CIV ;ELISA DOMINGUEZ SOTELINO;3;3PA;CCI;1;D;QUI 16-19   ;0;0;0;NÃO;CIV;
CIV2154; PRAT MOD SIM SIST ESTR ENG CIV ;ELISA DOMINGUEZ SOTELINO;3;3PA;PCV;6;D;QUI 16-19   ;0;0;0;NÃO;CIV;
CIV2159; PROPRIEDADES DO CONCRETO ;FLAVIO DE ANDRADE SILVA;3;3PA;CCI;2;I;SEX 16-19   ;0;0;0;NÃO;CIV;
CIV2159; PROPRIEDADES DO CONCRETO ;FLAVIO DE ANDRADE SILVA;3;3PA;CTC;2;I;SEX 16-19   ;0;0;0;NÃO;CIV;
CIV2159; PROPRIEDADES DO CONCRETO ;FLAVIO DE ANDRADE SILVA;3;3PA;PCV;8;I;SEX 16-19   ;0;0;0;NÃO;CIV;
CIV2159; PROPRIEDADES DO CONCRETO ;FLAVIO DE ANDRADE SILVA;3;3PA;QQC;0;I;SEX 16-19   ;0;0;0;NÃO;CIV;
CIV2161; SEM ESTRUTURAS I MESTRADO ;JESSE AUGUSTO DOS SANTOS PAIXAO;0;3PA;PCV;40;D;TER 17-18   ;0;0;0;NÃO;CIV;
CIV2162; SEM ESTRUTURAS II MESTRADO ;JESSE AUGUSTO DOS SANTOS PAIXAO;0;3PA;PCV;39;D;TER 17-18   ;0;0;0;NÃO;CIV;
CIV2163; SEM ESTRUTURAS I DOUTORADO ;JESSE AUGUSTO DOS SANTOS PAIXAO;0;3PA;PCV;39;D;TER 17-18   ;0;0;0;NÃO;CIV;
CIV2164; SEM ESTRUTURAS II DOUTORADO ;JESSE AUGUSTO DOS SANTOS PAIXAO;0;3PA;PCV;36;D;TER 17-18   ;0;0;0;NÃO;CIV;
CIV2171; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;1;3PA;BCL;3;I;SEX 09-10   ;0;0;0;NÃO;CIV;
CIV2171; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;1;3PA;CCI;2;I;SEX 09-10   ;0;0;0;NÃO;CIV;
CIV2171; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;1;3PA;PCV;3;I;SEX 09-10   ;0;0;0;NÃO;CIV;
CIV2174; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;2;3PA;BCL;3;I;SEX 10-12   ;0;0;0;NÃO;CIV;
CIV2174; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;2;3PA;CCI;2;I;SEX 10-12   ;0;0;0;NÃO;CIV;
CIV2174; TOP ESPECIAIS EM ESTRUTURAS ;DANIEL CARLOS TAISSUM CARDOSO;2;3PA;PCV;4;I;SEX 10-12   ;0;0;0;NÃO;CIV;
CIV2175; TOP ESPECIAIS EM ESTRUTURAS ;JESSE AUGUSTO DOS SANTOS PAIXAO;3;3PA;BCL;3;I;QUA 13-16   ;0;0;0;NÃO;CIV;
CIV2175; TOP ESPECIAIS EM ESTRUTURAS ;JESSE AUGUSTO DOS SANTOS PAIXAO;3;3PA;CCI;2;I;QUA 13-16   ;0;0;0;NÃO;CIV;
CIV2175; TOP ESPECIAIS EM ESTRUTURAS ;JESSE AUGUSTO DOS SANTOS PAIXAO;3;3PA;PCV;6;I;QUA 13-16   ;0;0;0;NÃO;CIV;
CIV2177; TOP ESPECIAIS EM ESTRUTURAS ;SIDNEI PACIORNIK;3;3PA;PCV;0;I;QUI 13-16   ;0;0;0;NÃO;CIV;
