Período: 20261;Emitido em: 11/02/2026 23:50 h; Data da última atualização: 11/02/2026 19:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
JOR1108; FOTOJORNALISMO ;WEILER ALVES FINAMORE FILHO;4;2IB;QQC;3;I;QUA 09-11   SEX 09-11   ;0;0;0; SIM ;COM;
JOR1200; TEORIAS DO JORNALISMO ;LEONEL AZEVEDO DE AGUIAR;4;2IA;QQC;9;I;SEG 17-19   QUA 17-19   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IA;COM;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IB;COM;0;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IA;JOR;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IB;JOR;1;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IA;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;COM;
JOR1360; LAB DE CRIACAO GRAFICA ;MARIANA LUZ EIRAS QUEIROZ;4;2IB;QQC;1;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;COM;
JOR1361; LABORATORIO DE AUDIO ;JULIO DE ALMEIDA LUBIANCO;4;2IA;JOR;0;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;COM;
JOR1361; LABORATORIO DE AUDIO ;CELIO GOMES CAMPOS;4;2IB;JOR;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1361; LABORATORIO DE AUDIO ;CELIO GOMES CAMPOS;4;2IC;JOR;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;COM;
JOR1361; LABORATORIO DE AUDIO ;JULIO DE ALMEIDA LUBIANCO;4;2IA;QQC;0;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;COM;
JOR1361; LABORATORIO DE AUDIO ;CELIO GOMES CAMPOS;4;2IB;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1361; LABORATORIO DE AUDIO ;CELIO GOMES CAMPOS;4;2IC;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;COM;
JOR1362; LABORATORIO DE VIDEO ;CARLOS ROBERTO CERQUEIRA ALVES;4;2IA;JOR;0;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1362; LABORATORIO DE VIDEO ;CARLOS ROBERTO CERQUEIRA ALVES;4;2IB;JOR;0;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
JOR1362; LABORATORIO DE VIDEO ;CARLOS ROBERTO CERQUEIRA ALVES;4;2IA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1362; LABORATORIO DE VIDEO ;CARLOS ROBERTO CERQUEIRA ALVES;4;2IB;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
JOR1363; LAB DE JORNALISMO I ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IB;BJN;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1363; LAB DE JORNALISMO I ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IA;JOR;4;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;COM;
JOR1363; LAB DE JORNALISMO I ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IB;JOR;3;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1363; LAB DE JORNALISMO I ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IA;QQC;1;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;COM;
JOR1363; LAB DE JORNALISMO I ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IB;QQC;1;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1364; LAB DE JORNALISMO II ;CARMEM LUCIA BARRETO PETIT;4;2IA;BJN;1;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;COM;
JOR1364; LAB DE JORNALISMO II ;CARMEM LUCIA BARRETO PETIT;4;2IB;BJN;1;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1364; LAB DE JORNALISMO II ;CARMEM LUCIA BARRETO PETIT;4;2IA;JOR;6;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;COM;
JOR1364; LAB DE JORNALISMO II ;CARMEM LUCIA BARRETO PETIT;4;2IB;JOR;5;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IA;COM;1;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IB;COM;1;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IA;JOR;2;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IB;JOR;3;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1370; REPORTAGEM ;ADRIANA MEDEIROS FERREIRA DA SILVA;4;2IB;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;COM;
JOR1373; REDACAO JORNALISTICA ;ALINE DA SILVA NOVAES;4;2IA;BJN;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1373; REDACAO JORNALISTICA ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IC;COM;1;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1373; REDACAO JORNALISTICA ;ALINE DA SILVA NOVAES;4;2IA;JOR;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;COM;
JOR1373; REDACAO JORNALISTICA ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IB;JOR;1;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;COM;
JOR1373; REDACAO JORNALISTICA ;FRANCISCO OTAVIO ARCHILA DA COSTA;4;2IC;JOR;0;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;COM;
JOR1374; JORNALISMO EM AUDIO ;CRESO DA CRUZ SOARES JUNIOR;4;2IB;BJN;1;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
JOR1374; JORNALISMO EM AUDIO ;CRESO DA CRUZ SOARES JUNIOR;4;2IA;JOR;2;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
JOR1374; JORNALISMO EM AUDIO ;CRESO DA CRUZ SOARES JUNIOR;4;2IB;JOR;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IA;COM;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IA;JOR;3;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IB;JOR;0;I;QUA 09-11   SEX 09-11   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IC;JOR;3;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IB;QQC;4;I;QUA 09-11   SEX 09-11   ;0;0;0;NÃO;COM;
JOR1375; JORNALISMO AUDIOVISUAL ;LUIS NACHBIN;4;2IC;QQC;3;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
JOR1377; JORNALISMO E TECNOLOGIA ;HORISTA A CONTRATAR;4;2IA;JOR;0;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
JOR1377; JORNALISMO E TECNOLOGIA ;FABIO SOUZA VASCONCELLOS;4;2IB;JOR;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
JOR1377; JORNALISMO E TECNOLOGIA ;HORISTA A CONTRATAR;4;2IA;QQC;0;I;TER 07-09   QUI 07-09   ;0;0;0;NÃO;COM;
JOR1377; JORNALISMO E TECNOLOGIA ;FABIO SOUZA VASCONCELLOS;4;2IB;QQC;5;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;COM;
JOR1378; PLANEJAMENTO EDITORIAL ;LUCIANA BRAFMAN;4;2IA;BJN;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;COM;
JOR1378; PLANEJAMENTO EDITORIAL ;LUCIANA BRAFMAN;4;2IA;JOR;4;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;COM;
JOR1379; GEST MOD NEGOCIOS EM JOR ;JULIO DE ALMEIDA LUBIANCO;4;2IA;JOR;6;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;COM;
JOR1380; ETICA EM JORNALISMO ;LEISE TAVEIRA DOS SANTOS;4;2IA;JOR;0;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
JOR1380; ETICA EM JORNALISMO ;LEISE TAVEIRA DOS SANTOS;4;2IA;QQC;13;I;QUA 11-13   SEX 11-13   ;0;0;0;NÃO;COM;
JOR1900; ESTAGIO SUPERVISIONADO ;LUCIANA AZEVEDO PEREIRA;2;2IA;JOR;11;I;GAVEA;0;14;0;NÃO;COM;
JOR1904; TRAB DE CONCLUSAO DE CURSO ;FELIPE GOMBERG;4;2IA;JOR;0;I; ;4;0;0; SIM ;COM;
JOR1904; TRAB DE CONCLUSAO DE CURSO ;FELIPE GOMBERG;4;2IB;JOR;1;I; ;4;0;0; SIM ;COM;
JUR1003; HISTORIA DO DIREITO ;GISELE GUIMARAES CITTADINO;2;2HA;CCI;3;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;2;2HB;CCI;2;I;TER 17-19   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;PAULO ROBERTO SOARES MENDONCA;2;2HC;CCI;2;I;QUA 17-19   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;GISELE GUIMARAES CITTADINO;2;2HA;QQC;1;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;2;2HB;QQC;2;I;TER 17-19   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;PAULO ROBERTO SOARES MENDONCA;2;2HC;QQC;6;I;QUA 17-19   ;0;0;0;NÃO;JUR;
JUR1003; HISTORIA DO DIREITO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;2;2HX;QQC;24;I;QUI 21-23   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;CARLOS GUSTAVO VIANNA DIREITO;2;2HA;CCI;3;I;SEG 17-19   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;ADRIANO BARCELOS ROMEIRO;2;2HB;CCI;3;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;ANA PAULA SANTORO PIRES DE CARVALHO ALMEIDA;2;2HC;CCI;2;I;QUA 15-17   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;CARLOS GUSTAVO VIANNA DIREITO;2;2HA;QQC;7;I;SEG 17-19   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;ADRIANO BARCELOS ROMEIRO;2;2HB;QQC;3;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;ANA PAULA SANTORO PIRES DE CARVALHO ALMEIDA;2;2HC;QQC;7;I;QUA 15-17   ;0;0;0;NÃO;JUR;
JUR1004; DIREITO ROMANO ;ADRIANO BARCELOS ROMEIRO;2;2HX;QQC;24;I;SEG 19-21   ;0;0;0;NÃO;JUR;
JUR1016; LEGISLACAO SOCIAL ;HORISTA A CONTRATAR;2;23A;QQC;6;I;SEX 11-13   ;0;0;0;NÃO;UCB;
JUR1022; NOCOES DE DIREITO P/ EMPREEND ;LYGIA ALESSANDRA MAGALHAES MAGACHO;4;20A;CCI;2;I;TER 17-19   QUI 17-19   ;0;0;0; SIM ;UEP;
JUR1022; NOCOES DE DIREITO P/ EMPREEND ;LYGIA ALESSANDRA MAGALHAES MAGACHO;4;20A;QQC;1;I;TER 17-19   QUI 17-19   ;0;0;0; SIM ;UEP;
JUR1024; DIREITO NAS REL INTERNACIONAIS ;CONOR GERALD FOLEY;4;24A;CCI;5;D;SEX 09-13   ;0;0;0;NÃO;IRI;
JUR1024; DIREITO NAS REL INTERNACIONAIS ;CONOR GERALD FOLEY;4;24A;QQC;0;D;SEX 09-13   ;0;0;0;NÃO;IRI;
JUR1028; DIREITO COMERCIAL E TRIBUTARIO ;FLAVIA DA COSTA LIMMER;4;2GA;QQC;5;I;SEG 19-21   QUA 19-21   ;0;0;0;NÃO;ADM;
JUR1029; DIREITO, PSI E SUBJETIVIDADE ;MARIA IZABEL GUIMARAES BERALDO DA C VARELLA;2;2HA;CCI;2;I;QUA 13-15   ;0;0;0;NÃO;JUR;
JUR1029; DIREITO, PSI E SUBJETIVIDADE ;ANDREA BANDEIRA DE MELLO SCHETTINI;2;2HB;CCI;3;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1029; DIREITO, PSI E SUBJETIVIDADE ;MARIA IZABEL GUIMARAES BERALDO DA C VARELLA;2;2HA;QQC;8;I;QUA 13-15   ;0;0;0;NÃO;JUR;
JUR1029; DIREITO, PSI E SUBJETIVIDADE ;ANDREA BANDEIRA DE MELLO SCHETTINI;2;2HB;QQC;0;I;SEX 13-15   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;MARCELLO RAPOSO CIOTOLA;4;2HA;CCI;1;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;RACHEL NIGRO FERRIERE;4;2HB;CCI;1;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;ANDREA BANDEIRA DE MELLO SCHETTINI;4;2HC;CCI;2;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;MARCELLO RAPOSO CIOTOLA;4;2HA;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;RACHEL NIGRO FERRIERE;4;2HB;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;ANDREA BANDEIRA DE MELLO SCHETTINI;4;2HC;QQC;0;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;JUR;
JUR1031; INTRODUCAO AO DIREITO I ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;4;2HX;QQC;16;I;TER 19-21   QUI 19-21   ;0;0;0;NÃO;JUR;
JUR1033; TEORIA DO DIREITO ;NOEL STRUCHINER;2;2HA;CCI;3;I;TER 11-13   ;0;0;0; SIM ;JUR;
JUR1033; TEORIA DO DIREITO ;ADRIAN VARJAO SGARBI;2;2HB;CCI;2;I;SEX 11-13   ;0;0;0; SIM ;JUR;
JUR1033; TEORIA DO DIREITO ;RACHEL NIGRO FERRIERE;2;2HC;CCI;2;I;QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1033; TEORIA DO DIREITO ;NOEL STRUCHINER;2;2HA;QQC;10;I;TER 11-13   ;0;0;0; SIM ;JUR;
JUR1033; TEORIA DO DIREITO ;ADRIAN VARJAO SGARBI;2;2HB;QQC;0;I;SEX 11-13   ;0;0;0; SIM ;JUR;
JUR1033; TEORIA DO DIREITO ;RACHEL NIGRO FERRIERE;2;2HC;QQC;0;I;QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1034; EXTENSÃO NO DIREITO ;PAULA MAXIMO DE BARROS PINTO;4;2HA;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;60; SIM ;JUR;
JUR1034; EXTENSÃO NO DIREITO ;PAULA MAXIMO DE BARROS PINTO;4;2HB;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;60; SIM ;JUR;
JUR1034; EXTENSÃO NO DIREITO ;CAROLINA CAMARA PIRES DOS SANTOS;4;2HC;QQC;28;I;TER 15-17   QUI 15-17   ;0;0;60; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MAURICIO DE ALBUQUERQUE ROCHA;4;2HA;CCI;3;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MARCELLO RAPOSO CIOTOLA;4;2HB;CCI;3;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;4;2HC;CCI;3;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MAURICIO DE ALBUQUERQUE ROCHA;4;2HA;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MARCELLO RAPOSO CIOTOLA;4;2HB;QQC;40;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1035; FILOSOFIA DO DIREITO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;4;2HC;QQC;26;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;JUR;
JUR1036; METODOLOGIA DA PESQUISA ;BETHANIA DE ALBUQUERQUE ASSY;2;2HA;CCI;3;I;QUA 15-17   ;0;0;0;NÃO;JUR;
JUR1036; METODOLOGIA DA PESQUISA ;FERNANDO GALVAO DE ANDREA FERREIRA;2;2HB;CCI;5;I;SEX 09-11   ;0;0;0;NÃO;JUR;
JUR1036; METODOLOGIA DA PESQUISA ;BETHANIA DE ALBUQUERQUE ASSY;2;2HA;QQC;16;I;QUA 15-17   ;0;0;0;NÃO;JUR;
JUR1036; METODOLOGIA DA PESQUISA ;FERNANDO GALVAO DE ANDREA FERREIRA;2;2HB;QQC;3;I;SEX 09-11   ;0;0;0;NÃO;JUR;
JUR1037; SOC DO DIREITO/ADM DA JUSTICA ;VIRGINIA TOTTI GUIMARAES;2;2HA;CCI;3;I;QUI 07-09   ;0;0;0;NÃO;JUR;
JUR1037; SOC DO DIREITO/ADM DA JUSTICA ;PAULA MAXIMO DE BARROS PINTO;2;2HB;CCI;2;I;TER 15-17   ;0;0;0;NÃO;JUR;
JUR1037; SOC DO DIREITO/ADM DA JUSTICA ;VIRGINIA TOTTI GUIMARAES;2;2HA;QQC;0;I;QUI 07-09   ;0;0;0;NÃO;JUR;
JUR1037; SOC DO DIREITO/ADM DA JUSTICA ;PAULA MAXIMO DE BARROS PINTO;2;2HB;QQC;6;I;TER 15-17   ;0;0;0;NÃO;JUR;
JUR1039; DIREITO E RELAÇÕES RACIAIS ;ANA CAROLINA GONCALVES SOARES;2;2HA;QQC;2;I;QUI 11-13   ;0;0;0;NÃO;JUR;
JUR1039; DIREITO E RELAÇÕES RACIAIS ;ANA CAROLINA GONCALVES SOARES;2;2HB;QQC;19;I;QUA 07-09   ;0;0;0;NÃO;JUR;
JUR1039; DIREITO E RELAÇÕES RACIAIS ;LUCAS DE SOUZA OLIVEIRA;2;2HC;QQC;20;I;QUA 07-09   ;0;0;0;NÃO;JUR;
JUR1039; DIREITO E RELAÇÕES RACIAIS ;CAROLINA CAMARA PIRES DOS SANTOS;2;2HX;QQC;20;I;TER 19-21   ;0;0;0;NÃO;JUR;
JUR1080; LABORATORIOS DE DIREITO ;ANDREA BANDEIRA DE MELLO SCHETTINI;2;2HA;QQC;12;I;QUI 13-15   ;2;2;0;NÃO;JUR;
JUR1081; LABORATORIOS DE DIREITO ;THIAGO RAGONHA VARELA;2;2HA;QQC;12;I;SEX 09-11   ;2;2;0;NÃO;JUR;
JUR1082; LABORATORIOS DE DIREITO ;ANA LUIZA SARAMAGO STERN;2;2HA;QQC;14;I;SEG 11-13   ;0;4;0;NÃO;JUR;
JUR1083; LABORATORIOS DE DIREITO ;FERNANDA FERREIRA PRADAL;2;2HA;QQC;10;I;TER 15-17   ;2;2;0;NÃO;JUR;
JUR1084; LABORATORIOS DE DIREITO ;FERNANDA FERREIRA PRADAL;2;2HA;QQC;15;I;QUI 11-13   ;0;4;0;NÃO;JUR;
JUR1094; DIR SOCIOAMB E JUST CLIMÁTICA ;VIRGINIA TOTTI GUIMARAES;2;2HA;CCI;3;I;TER 11-13   ;0;0;0;NÃO;JUR;
JUR1094; DIR SOCIOAMB E JUST CLIMÁTICA ;VIRGINIA TOTTI GUIMARAES;2;2HA;QQC;0;I;TER 11-13   ;0;0;0;NÃO;JUR;
JUR1096; DIREITO DESPORTIVO ;JOB ELOISIO VIEIRA GOMES;2;2HA;QQC;11;I;QUI 11-13   ;0;0;0;NÃO;JUR;
JUR1098; DIREITO E GÊNERO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;2;2HA;CCI;5;I;SEX 09-11   ;0;0;0;NÃO;JUR;
JUR1098; DIREITO E GÊNERO ;MARIANA IMBELLONI BRAGA ALBUQUERQUE;2;2HA;QQC;0;I;SEX 09-11   ;0;0;0;NÃO;JUR;
JUR1111; DIREITO AMBIENTAL ;PAULA MAXIMO DE BARROS PINTO;2;2HA;CCI;8;I;QUI 09-11   ;0;0;0;NÃO;JUR;
JUR1111; DIREITO AMBIENTAL ;PAULA MAXIMO DE BARROS PINTO;2;2HA;QQC;8;I;QUI 09-11   ;0;0;0;NÃO;JUR;
JUR1131; DIREITO PENAL I ;ROGERIO JOSE BENTO SOARES DO NASCIMENTO;4;2HA;CCI;3;I;QUA 07-09   SEX 07-09   ;0;0;0; SIM ;JUR;
JUR1131; DIREITO PENAL I ;BRENO MELARAGNO COSTA;4;2HB;CCI;0;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;JUR;
JUR1131; DIREITO PENAL I ;ROGERIO JOSE BENTO SOARES DO NASCIMENTO;4;2HA;QQC;0;I;QUA 07-09   SEX 07-09   ;0;0;0; SIM ;JUR;
JUR1131; DIREITO PENAL I ;BRENO MELARAGNO COSTA;4;2HB;QQC;0;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;ROGERIO RABE;4;2HA;CCI;1;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;BRENO MELARAGNO COSTA;4;2HB;CCI;1;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;IVAN FIRMINO SANTIAGO DA SILVA;4;2HC;CCI;3;I;SEG 09-11   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;ROGERIO RABE;4;2HA;QQC;5;I;TER 07-09   QUI 07-09   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;BRENO MELARAGNO COSTA;4;2HB;QQC;5;I;TER 11-13   QUI 11-13   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;IVAN FIRMINO SANTIAGO DA SILVA;4;2HC;QQC;7;I;SEG 09-11   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1132; DIREITO PENAL II ;ANA CAROLINA GONCALVES SOARES;4;2HX;QQC;31;I;QUA 21-23   SEX 19-21   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;FLAVIA DA COSTA LIMMER;4;2HA;CCI;3;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;OSCAR GRACA COUTO NETO;4;2HB;CCI;2;I;SEG 09-11   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;FLAVIA DA COSTA LIMMER;4;2HX;CCI;4;I;SEG 21-23   QUA 21-23   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;FLAVIA DA COSTA LIMMER;4;2HA;JUR;0;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;OSCAR GRACA COUTO NETO;4;2HB;JUR;25;I;SEG 09-11   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1140; DIREITO AMBIENTAL ;FLAVIA DA COSTA LIMMER;4;2HX;JUR;10;I;SEG 21-23   QUA 21-23   ;0;0;0; SIM ;JUR;
JUR1141; DIREITO PENAL ECONOMICO ;SERGIO CHASTINET DUARTE GUIMARAES;4;2HA;CCI;5;I;SEG 11-13   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1141; DIREITO PENAL ECONOMICO ;SERGIO CHASTINET DUARTE GUIMARAES;4;2HA;QQC;31;I;SEG 11-13   SEX 09-11   ;0;0;0; SIM ;JUR;
JUR1142; MEDICINA LEGAL ;CARLOS CESAR GOMES;2;2HA;CCI;10;I;QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1142; MEDICINA LEGAL ;CARLOS CESAR GOMES;2;2HA;QQC;31;I;QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1163; DIREITO PENAL III ;ROGERIO JOSE BENTO SOARES DO NASCIMENTO;2;2HA;CCI;3;I;QUA 09-11   ;0;0;0; SIM ;JUR;
JUR1163; DIREITO PENAL III ;ADRIANA ALVES DOS SANTOS CRUZ;2;2HB;CCI;3;I;QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1163; DIREITO PENAL III ;ROGERIO JOSE BENTO SOARES DO NASCIMENTO;2;2HA;QQC;1;I;QUA 09-11   ;0;0;0; SIM ;JUR;
JUR1163; DIREITO PENAL III ;ADRIANA ALVES DOS SANTOS CRUZ;2;2HB;QQC;21;I;QUA 07-09   ;0;0;0; SIM ;JUR;
JUR1164; DIREITO PENAL IV ;SERGIO CHASTINET DUARTE GUIMARAES;4;2HA;QQC;27;I;SEG 09-11   SEX 11-13   ;0;0;0; SIM ;JUR;
JUR1165; CRIMINOLOGIA ;JOAO RICARDO WANDERLEY DORNELLES;2;2HA;CCI;0;I;QUA 13-15   ;0;0;0;NÃO;JUR;
JUR1165; CRIMINOLOGIA ;FERNANDA FERREIRA PRADAL;2;2HB;CCI;0;I;QUA 15-17   ;0;0;0;NÃO;JUR;
JUR1165; CRIMINOLOGIA ;JOAO RICARDO WANDERLEY DORNELLES;2;2HA;QQC;7;I;QUA 13-15   ;0;0;0;NÃO;JUR;
JUR1165; CRIMINOLOGIA ;FERNANDA FERREIRA PRADAL;2;2HB;QQC;7;I;QUA 15-17   ;0;0;0;NÃO;JUR;
